Portien,rateconst,new_Median,new_sd,gumbel_Median,gumbel _sd
HARS1_MOUSE,0.276578,0.276575,0.025385,0.276578,0.035899
HBA_MOUSE,0.010995,0.02087,0.00331581302247277,0.010995,0.008185
HBB1_MOUSE,0.020661,0.02672,0.00359239418772495,0.020661,0.005212
HBS1L_MOUSE,0.173233,0.17323,0.06191,0.173233,0.087553
HCD2_MOUSE,0.14686,0.14035,0.00781818546722959,0.14686,0.01991
HCDH_MOUSE,0.121737,0.15888,0.0478114410575544,0.121737,0.019445
HCFC1_MOUSE,NaN,NaN,NaN,NaN,0
HDAC1_MOUSE,0.828335,0.828335,0.073875,0.828335,0.104476
HDAC2_MOUSE,0.169788,0.56803,0,0.169788,NaN
HDGF_MOUSE,0.287809,0.27155,0.0695311882059651,0.287809,0.058798
HDHD2_MOUSE,0.092913,0.0739,0.0965152279111954,0.092913,0.111447
HDHD3_MOUSE,0.070895,0.14338,0.0062,0.070895,0.093742
HDHD5_MOUSE,0.107187,0.13613,0.10941175561459,0.107187,0.040928
HEBP1_MOUSE,1.97169,4.64499,3.00786482192195,1.97169,0.046225
HECD1_MOUSE,0.792536,0.792535,0.081775,0.792536,0.115643
HELZ2_MOUSE,0.943902,0.53352,0,0.943902,NaN
HEM2_MOUSE,0.333628,0.3255,0.0428141668142684,0.333628,0.081927
HEM3_MOUSE,0.522928,4.919205,4.453075,0.522928,0.080327
HEM4_MOUSE,0.208358,0.24722,0,0.208358,0.054957
HEM6_MOUSE,0.249435,0.2447,0.0500667839590282,0.249435,0.056159
HEMH_MOUSE,0.240448,0.26648,0.0642779023926575,0.240448,0.057246
HEMO_MOUSE,0.848542,0.82084,0.459247283915757,0.848542,0.189953
HEP2_MOUSE,NaN,NaN,NaN,NaN,0
HEPS_MOUSE,1.483531,1.48353,0,1.483531,NaN
HERC4_MOUSE,NaN,0.44272,0,NaN,0
HEXA_MOUSE,NaN,0.21702,0,NaN,0
HEXB_MOUSE,0.274684,0.26872,0.0481118282984779,0.274684,NaN
HGD_MOUSE,0.330661,0.3139,0.0480561069584293,0.330661,0.08609
HGNAT_MOUSE,NaN,NaN,NaN,NaN,0
HGS_MOUSE,0.392945,0.39295,0,0.392945,NaN
HIBCH_MOUSE,0.155827,0.34459,0.193926168981909,0.155827,0.030784
HIKES_MOUSE,0.251157,0.25116,0,0.251157,NaN
HINT1_MOUSE,0.093167,0.11231,0.0768429730294189,0.093167,0.099204
HINT2_MOUSE,0.177627,0.18929,0.0218886523111863,0.177627,0.017622
HIP1R_MOUSE,0.835527,0.835525,0.061535,0.835527,0.087023
HIUH_MOUSE,0.3862,0.3862,0.249167545137805,0.3862,0.062365
HM13_MOUSE,8.809925,NaN,NaN,8.809925,NaN
HMCS1_MOUSE,0.575091,1.054055,2.24933853710127,0.575091,0.674929
HMCS2_MOUSE,0.358672,0.31917,0.0128126022337385,0.358672,0.081278
HMGA1_MOUSE,0.050199,0.06883,0,0.050199,0.026347
HMGB1_MOUSE,0.252134,0.30412,0.0290123201416226,0.252134,0.046217
HMGB2_MOUSE,0.164644,NaN,NaN,0.164644,NaN
HMGB3_MOUSE,0.234592,NaN,NaN,0.234592,0.134195
HMGCL_MOUSE,0.217816,0.23488,0.0302816917625155,0.217816,0.048852
HMGN5_MOUSE,0.143193,0.18695,0,0.143193,0.061885
HMOX2_MOUSE,NaN,0.263235,0.106365,NaN,0
HNF4A_MOUSE,5.466205,5.4662,0,5.466205,NaN
HNMT_MOUSE,0.197498,0.166035,0.031465,0.197498,NaN
HNRH1_MOUSE,0.371442,0.37393,0.204215735397643,0.371442,0.013508
HNRH2_MOUSE,0.31876,0.320665,0.0408312851867291,0.31876,0.047148
HNRL1_MOUSE,0.030069,0.06014,0,0.030069,0.042524
HNRL2_MOUSE,0.339949,0.27016,0,0.339949,0.356217
HNRLL_MOUSE,0.200787,0.12522,0,0.200787,0.006821
HNRPC_MOUSE,0.23561,0.618355,0.343198415743357,0.23561,0.02328
HNRPD_MOUSE,0.177435,0.198895,0.002265,0.177435,0.025321
HNRPF_MOUSE,0.68181,0.68181,0.05387,0.68181,0.07618
HNRPK_MOUSE,0.545979,0.56291,0.0722433577846434,0.545979,0.113262
HNRPL_MOUSE,0.15511,0.29816,0.206246497835449,0.15511,0.041238
HNRPM_MOUSE,0.274536,0.29271,0.387556853853406,0.274536,0.004365
HNRPQ_MOUSE,0.200511,0.36031,0.192881766951213,0.200511,0.181357
HNRPU_MOUSE,0.433841,0.50946,0.526488589407216,0.433841,0.05335
HOGA1_MOUSE,0.119961,0.12659,0.0198122339982143,0.119961,0.018762
HOOK3_MOUSE,0.135241,NaN,NaN,0.135241,NaN
HOT_MOUSE,0.162959,0.15077,0.029368654208186,0.162959,0.019406
HP1B3_MOUSE,0.717713,NaN,NaN,0.717713,NaN
HPPD_MOUSE,0.725937,0.58715,0.221781139919516,0.725937,0.21112
HPRT_MOUSE,0.290058,0.31351,0.158160298185803,0.290058,0.109903
HPT_MOUSE,0.685875,NaN,NaN,0.685875,0.799595
HRG_MOUSE,5.957098,3.24327,2.71383,5.957098,NaN
HS105_MOUSE,0.680022,0.82132,0.294259843930496,0.680022,0.489015
HS71A_MOUSE,0.169546,0.97615,0.452198981938998,0.169546,0.153656
HS71B_MOUSE,0.43247,0.608865,0.684846930651092,0.43247,0.162449
HS71L_MOUSE,0,2.24037,0,0,NaN
HS74L_MOUSE,0.24677,0.24677,0.09636,0.24677,0.136278
HS90A_MOUSE,0.380534,0.61131,0.13163048695496,0.380534,0.100348
HS90B_MOUSE,0.511755,0.5615,0.051880337084487,0.511755,0.147786
HSDL2_MOUSE,0.321834,0.3004,0.16878626216609,0.321834,0.048076
HSP74_MOUSE,0.447062,0.43474,0.101051340218722,0.447062,0.13857
HSP7C_MOUSE,0.576731,0.54193,0.0278969797648419,0.576731,0.119094
HSPB1_MOUSE,1.329565,NaN,NaN,1.329565,0.838374
HSPB8_MOUSE,2.725215,2.72522,0,2.725215,NaN
HTAI2_MOUSE,0,0.27693,0,0,0
HTRA2_MOUSE,0.129546,0.12955,0.02719,0.129546,0.038451
HUTH_MOUSE,0.305203,0.31967,0.981479550849634,0.305203,0.073307
HUTI_MOUSE,0.197156,0.19286,0.0585629702200973,0.197156,0.04154
HUTU_MOUSE,0.242645,0.25234,0.0715064681270163,0.242645,0.06238
HUWE1_MOUSE,0,0.56041,0,0,0
HVM12_MOUSE,0.202939,0.20294,0,0.202939,NaN
HXK4_MOUSE,0.405254,0.573635,0.780017096639554,0.405254,0.275452
HYEP_MOUSE,0.389845,0.3492,0.0423555320589885,0.389845,0.098453
HYES_MOUSE,0.314886,0.35521,0.0395860202596826,0.314886,0.087996
HYKK_MOUSE,0.272378,0.228535,0.035075,0.272378,0.012401
HYOU1_MOUSE,0.414183,0.39998,0.0349103225994834,0.414183,0.107001
HYPDH_MOUSE,0.168763,0.15854,0.0524684279670483,0.168763,0.04068
I23O2_MOUSE,0.499024,0.52086,0.242635248225876,0.499024,0.171001
IAH1_MOUSE,0.245869,0.25897,0.0828734894643637,0.245869,0.022735
IBP4_MOUSE,0.002176,NaN,NaN,0.002176,NaN
IC1_MOUSE,2.160658,2.16066,0,2.160658,NaN
ICAL_MOUSE,0.195014,0.342,0,0.195014,0.207875
ICAM1_MOUSE,0.347883,0.23524,0,0.347883,0.159295
ICA_MOUSE,2.999067,6.06655,3.04926002364508,2.999067,3.290364
ICT1_MOUSE,0.236749,NaN,NaN,0.236749,0.169113
IDE_MOUSE,0.487578,0.399,0.119163255021094,0.487578,0.045226
IDH3A_MOUSE,0.136822,0.13392,0.0171599678321377,0.136822,0.012658
IDHC_MOUSE,0.236148,0.2422,0.161235346819486,0.236148,0.054031
IDHG1_MOUSE,0.27033,0.26806,0.14484978103769,0.27033,0.084156
IDHP_MOUSE,0.174293,0.18807,0.0201899281821407,0.174293,0.048879
IDI1_MOUSE,0.452549,4.54066,0,0.452549,0.640001
IF122_MOUSE,NaN,NaN,NaN,NaN,0
IF1A_MOUSE,1.049169,1.04917,0,1.049169,NaN
IF2A_MOUSE,0.156013,0.29335,0.0884156480619931,0.156013,0.140559
IF2B_MOUSE,0.335114,0.35997,0.0468984193337046,0.335114,0.066377
IF2G_MOUSE,0.353426,0.37064,0.132574024198965,0.353426,0.079671
IF2H_MOUSE,0.25023,0.25023,0.06196,0.25023,0.087625
IF2M_MOUSE,NaN,NaN,NaN,NaN,0
IF2P_MOUSE,0.304181,0.36376,0.223019399137915,0.304181,0.174549
IF3M_MOUSE,0.00461,NaN,NaN,0.00461,NaN
IF4A1_MOUSE,0.579161,0.50924,0.105090875531608,0.579161,0.142413
IF4A2_MOUSE,0.48353,0.47703,0.202584912238465,0.48353,0.009192
IF4A3_MOUSE,0.489957,0.41852,0,0.489957,NaN
IF4B_MOUSE,0.353931,0.26427,0.08966,0.353931,NaN
IF4E_MOUSE,0.2291,0.3188,0,0.2291,0.126858
IF4G1_MOUSE,0.75763,1.11882,3.39230387365637,0.75763,0.39213
IF4G2_MOUSE,0.365962,0.47438,0.09171,0.365962,0.283027
IF4G3_MOUSE,NaN,0.81781,0,NaN,0
IF4H_MOUSE,0.961393,NaN,NaN,0.961393,NaN
IF5A1_MOUSE,0.39046,0.38256,0.0558949512567996,0.39046,0.070725
IF5_MOUSE,0.550089,0.70949,0.0803485592201254,0.550089,0.222543
IF6_MOUSE,0.486198,0.44072,0.0725131233364003,0.486198,0.05598
IFI4_MOUSE,0.16888,0.33776,0,0.16888,0.238832
IGBP1_MOUSE,0.63587,0.11898,0,0.63587,0.730991
IGG2B_MOUSE,0.123193,0.15255,0,0.123193,0.041517
IGH1M_MOUSE,0.061509,0.07561,0,0.061509,0.019938
IGHA_MOUSE,2.297195,2.29719,0,2.297195,NaN
IGHG3_MOUSE,0.099777,NaN,NaN,0.099777,0.137964
IGHM_MOUSE,0.332053,0.43962,0.162047722257639,0.332053,0.152123
IGKC_MOUSE,0.078763,0.00114,0,0.078763,0.109777
IIGP1_MOUSE,1.272866,1.52047,0.199573679286623,1.272866,0.37198
ILEUA_MOUSE,0.09225,0.13284,0.143184978805584,0.09225,0.057396
ILF2_MOUSE,0.156851,0.15064,0.0145144740020283,0.156851,0.008784
ILF3_MOUSE,0.225254,0.22525,0,0.225254,NaN
ILK_MOUSE,0.340882,0.34088,0.05798,0.340882,0.081999
IMA1_MOUSE,1.67434,1.67434,0,1.67434,NaN
IMA3_MOUSE,0.92055,0.92055,0,0.92055,NaN
IMA4_MOUSE,0.514071,NaN,NaN,0.514071,0.096899
IMA5_MOUSE,0.857346,0.1795,0,0.857346,NaN
IMA7_MOUSE,0.613056,0.71396,0,0.613056,0.142704
IMB1_MOUSE,0.437411,0.44019,0.0848216866137428,0.437411,0.086591
IMDH2_MOUSE,0.727679,0.73832,0.309608404709347,0.727679,0.015047
IMPA1_MOUSE,0.088314,0.14793,0.0773041012279858,0.088314,0.017718
IN35_MOUSE,0.186365,0.37273,0,0.186365,0.26356
INMT_MOUSE,0.178263,0.17146,0.0125445149766741,0.178263,0.048888
INPP_MOUSE,0.294288,NaN,NaN,0.294288,NaN
IOD1_MOUSE,0.743625,NaN,NaN,0.743625,NaN
IPO5_MOUSE,0.483798,0.4805,0,0.483798,0.004658
IPO7_MOUSE,0.713935,0.93271,0.253549938407933,0.713935,0.200253
IPYR2_MOUSE,0.157735,0.17511,0.0313885835296848,0.157735,0.033914
IPYR_MOUSE,0.159584,0.22251,0.0889557090691767,0.159584,0.040599
IQGA1_MOUSE,0.031903,NaN,NaN,0.031903,0.000264
IQGA2_MOUSE,0.403324,0.43366,0.18107519339766,0.403324,0.117213
IRF3_MOUSE,0.069352,NaN,NaN,0.069352,NaN
IRGM1_MOUSE,0.450393,0.44201,0.0136436871849218,0.450393,0.011863
ISC2A_MOUSE,0.110827,0.11127,0.0772019774358144,0.110827,0.010989
ISC2B_MOUSE,0.288027,0.28803,0.13581,0.288027,0.192065
ISCU_MOUSE,3.566906,3.56691,0,3.566906,NaN
ISOC1_MOUSE,0.311637,0.33626,0.0446600904611713,0.311637,0.044745
ITA1_MOUSE,0.081762,1.16357,1.03171,0.081762,0.070852
ITAV_MOUSE,0.003697,NaN,NaN,0.003697,NaN
ITB1_MOUSE,0.100935,0.21424,0.104514719444467,0.100935,0.111397
ITB2_MOUSE,0.326644,0.32664,0,0.326644,NaN
ITIH1_MOUSE,0.579594,NaN,NaN,0.579594,0.145671
ITIH2_MOUSE,0.587609,2.179775,1.041425,0.587609,0.444076
ITIH4_MOUSE,1.683734,2.74119,0,1.683734,2.018205
ITPA_MOUSE,0.036986,0.203045,0.129195,0.036986,0.052134
ITPR1_MOUSE,0.276763,NaN,NaN,0.276763,0.296604
ITPR2_MOUSE,0.001155,0.55292,0,0.001155,0.001634
ITSN1_MOUSE,0.210471,0.21047,0,0.210471,NaN
IVD_MOUSE,0.109829,0.14091,0.0754281081295295,0.109829,0.032214
IYD1_MOUSE,0.329713,0.605455,0.220835,0.329713,0.077654
JAGN1_MOUSE,0.791507,0.79151,0,0.791507,NaN
JAM1_MOUSE,0.241964,NaN,NaN,0.241964,NaN
JIP4_MOUSE,NaN,NaN,NaN,NaN,0
K1C13_MOUSE,0.030771,0.02731,0,0.030771,0.004893
K1C14_MOUSE,0.001708,0.00182,0,0.001708,0.000157
K1C16_MOUSE,0.000584,0.00058,0,0.000584,NaN
K1C18_MOUSE,0.101152,0.1079,0.0141521116445568,0.101152,0.028865
K1C19_MOUSE,NaN,NaN,NaN,NaN,0
K1C42_MOUSE,NaN,NaN,NaN,NaN,0
K2C1B_MOUSE,0.050671,0.03775,0.0261118453324668,0.050671,0.018269
K2C1_MOUSE,0.000228,0.00023,0.00011,0.000228,0.000157
K2C5_MOUSE,0.000138,0.00014,2E-05,0.000138,2.5E-05
K2C6A_MOUSE,0.122075,0.122075,0.031095,0.122075,0.043979
K2C72_MOUSE,0,NaN,NaN,0,NaN
K2C73_MOUSE,NaN,NaN,NaN,NaN,0
K2C75_MOUSE,0.00406,NaN,NaN,0.00406,NaN
K2C79_MOUSE,0.000232,0.00028,0,0.000232,6.8E-05
K2C8_MOUSE,0.121478,0.15295,0.0248447478554321,0.121478,0.033968
KAD2_MOUSE,0.139831,0.17288,0.0865473571173609,0.139831,0.036929
KAD3_MOUSE,0.217195,0.29422,0.0789731961110857,0.217195,0.069527
KAD4_MOUSE,0.159375,0.12983,0.0400270700401616,0.159375,0.050737
KANK2_MOUSE,0.035598,NaN,NaN,0.035598,NaN
KAP0_MOUSE,1.228149,1.22815,0.17967,1.228149,0.254087
KAP2_MOUSE,0.267298,0.31549,0.232494062513433,0.267298,0.042411
KAPCA_MOUSE,0.930989,0.39308,0,0.930989,0.760715
KAT1_MOUSE,0.19192,0.25294,0.114098455484726,0.19192,0.083955
KAT3_MOUSE,0.226208,0.24445,0.0248943225655972,0.226208,0.057835
KBL_MOUSE,0.12577,0.17041,0.039268976049803,0.12577,0.05615
KC1A_MOUSE,NaN,NaN,NaN,NaN,0
KCC2D_MOUSE,NaN,NaN,NaN,NaN,0
KCD12_MOUSE,0.09844,0.19688,0,0.09844,0.139215
KCMF1_MOUSE,0.839586,NaN,NaN,0.839586,NaN
KCRB_MOUSE,0.026059,NaN,NaN,0.026059,0.036853
KCY_MOUSE,0.240265,0.29019,0.0764312251897089,0.240265,0.068724
KDSR_MOUSE,0.402337,NaN,NaN,0.402337,0.398548
KEG1_MOUSE,0.26653,0.32061,0.0534689786698792,0.26653,0.073561
KFA_MOUSE,0.466217,NaN,NaN,0.466217,0.325194
KGUA_MOUSE,1.123227,0.174,0,1.123227,1.342411
KHDR1_MOUSE,0.22112,0.49033,0,0.22112,NaN
KHK_MOUSE,0.171419,0.21097,0.0463488111605896,0.171419,0.072244
KI13A_MOUSE,1.383162,1.38316,0,1.383162,NaN
KIME_MOUSE,0.174845,0.234615,0.038245,0.174845,0.030434
KINH_MOUSE,0.002716,0.295785,0.070585,0.002716,2.2E-05
KISHA_MOUSE,0.603648,0.60365,0,0.603648,NaN
KLC4_MOUSE,1.459907,1.51352,0,1.459907,0.075817
KLKB1_MOUSE,0.313966,NaN,NaN,0.313966,0.441264
KMO_MOUSE,0.233169,0.28566,0.0884424555516184,0.233169,0.051726
KNG1_MOUSE,2.022278,1.7259,1.15555258691935,2.022278,0.32218
KPBB_MOUSE,0.081379,0.08509,0.0444953960165169,0.081379,0.005245
KPRA_MOUSE,0.220008,0.27631,0.082208512535706,0.220008,0.158628
KPRB_MOUSE,0.409436,0.40944,0,0.409436,NaN
KPYM_MOUSE,0.057144,0.13422,0.185265106266669,0.057144,0.054625
KPYR_MOUSE,0.237637,0.25303,0.0265288798105009,0.237637,0.062423
KS6A1_MOUSE,1.035574,NaN,NaN,1.035574,NaN
KTAP2_MOUSE,0.153132,0.153135,0.006175,0.153132,0.008731
KV2A7_MOUSE,NaN,NaN,NaN,NaN,0
KYNU_MOUSE,0.226954,0.31335,0.253081298510973,0.226954,0.064291
L2GL2_MOUSE,0.002122,NaN,NaN,0.002122,NaN
L2HDH_MOUSE,0.092603,0.1557,0.13945884968533,0.092603,0.000817
LAC1_MOUSE,0.368193,NaN,NaN,0.368193,NaN
LACB2_MOUSE,0.327182,0.56853,0.174855994006497,0.327182,0.075205
LACTB_MOUSE,0.092381,0.12178,0.0516633638084088,0.092381,0.078552
LAMA5_MOUSE,0.006537,NaN,NaN,0.006537,NaN
LAMB2_MOUSE,3.939781,NaN,NaN,3.939781,5.571692
LAMC1_MOUSE,0.010075,NaN,NaN,0.010075,0.001293
LAMP1_MOUSE,2.634492,1.60359,0,2.634492,1.457917
LAMP2_MOUSE,4.321505,4.3215,0,4.321505,NaN
LANC1_MOUSE,0.292541,0.28815,0,0.292541,0.006205
LANC2_MOUSE,0.059077,0.00023,0,0.059077,0.083229
LAP2B_MOUSE,0.317386,0.269355,0.048035,0.317386,NaN
LAR4B_MOUSE,1.081099,NaN,NaN,1.081099,NaN
LARP1_MOUSE,0.323991,NaN,NaN,0.323991,NaN
LASP1_MOUSE,0.415371,0.48393,0.130665829136772,0.415371,0.086253
LA_MOUSE,0.247826,0.49565,0,0.247826,0.350479
LBR_MOUSE,0.367827,0.49946,0,0.367827,0.186155
LC7L2_MOUSE,1.23371,NaN,NaN,1.23371,NaN
LC7L3_MOUSE,0.392969,0.58021,0,0.392969,0.2648
LCLT1_MOUSE,0.112828,NaN,NaN,0.112828,0.159563
LDAH_MOUSE,0.437249,0.43725,0.04996,0.437249,0.070659
LDHA_MOUSE,0.341331,0.36866,0.0488540956727274,0.341331,0.084062
LDHB_MOUSE,0.000612,0.08178,0.08117,0.000612,NaN
LDHD_MOUSE,0.369488,0.35828,0.158020161118764,0.369488,0.069411
LDLR_MOUSE,7.240774,7.240775,1.685055,7.240774,2.383023
LEG1_MOUSE,0.222634,0.2302,0.025922027098375,0.222634,0.0107
LEG8_MOUSE,1.305431,NaN,NaN,1.305431,1.81653
LEG9_MOUSE,0.973424,0.99309,0.27485229354449,0.973424,0.105124
LETM1_MOUSE,0.173895,0.16934,0.0209770922675189,0.173895,0.022624
LG3BP_MOUSE,0.935742,1.06891,0,0.935742,0.188334
LGAT1_MOUSE,0.507521,0.50752,0,0.507521,NaN
LGMN_MOUSE,0.282428,0.266265,0.0437073291193823,0.282428,0.030242
LGUL_MOUSE,0.238649,0.29479,0.062939268314781,0.238649,0.093792
LHPP_MOUSE,0,0.093915,0.091105,0,0
LICH_MOUSE,0.830921,0.606975,0.330722674532606,0.830921,0.136954
LIFR_MOUSE,4.894111,4.89411,0,4.894111,NaN
LIMA1_MOUSE,0.248511,0.517915,0.020895,0.248511,0.351447
LIMS1_MOUSE,0.118222,NaN,NaN,0.118222,NaN
LIN7A_MOUSE,0.195495,0.28967,0,0.195495,0.133181
LIN7C_MOUSE,0.229846,0.22312,0,0.229846,0.009508
LIPS_MOUSE,0.814573,0.81457,0,0.814573,NaN
LIPT_MOUSE,0.543746,NaN,NaN,0.543746,NaN
LIS1_MOUSE,0.686976,0.65003,0.23204657478349,0.686976,0.267943
LKHA4_MOUSE,0.146563,0.14097,0.0758505829641408,0.146563,0.037726
LMAN1_MOUSE,0.234739,0.46802,0.269494633148788,0.234739,0.180043
LMAN2_MOUSE,0,0.323745,0.024625,0,0
LMF1_MOUSE,0.214095,0.229495,0.056905,0.214095,0.058694
LMF2_MOUSE,0.253667,0.25367,0,0.253667,NaN
LMNA_MOUSE,0.101365,0.08671,0.0226012773090372,0.101365,0.027159
LMNB1_MOUSE,0.006626,0.03725,0,0.006626,0.008003
LMNB2_MOUSE,0.045516,0.045515,0.013445,0.045516,0.019012
LONM_MOUSE,0.111119,0.27712,0.0999612167993167,0.111119,0.095759
LONP2_MOUSE,1.903972,3.88106,2.97247247151996,1.903972,0.002064
LPP60_MOUSE,0.73254,0.25282,0.284416605183312,0.73254,0.004134
LPPRC_MOUSE,0.451321,0.65338,0.108208527390405,0.451321,0.120636
LPP_MOUSE,0.149397,0.13731,0.08359,0.149397,0.083517
LRBA_MOUSE,0.068237,0.31474,0,0.068237,0.022676
LRC40_MOUSE,0.650066,0.65007,0,0.650066,NaN
LRC47_MOUSE,0.311555,0.311555,0.022455,0.311555,0.031751
LRC59_MOUSE,0.117923,0.12682,0.0299711397180688,0.117923,0.024841
LRP1_MOUSE,0.70127,1.09391,2.81762293470649,0.70127,0.593265
LSM12_MOUSE,0.262168,NaN,NaN,0.262168,NaN
LSM2_MOUSE,0.146269,0.14627,0,0.146269,NaN
LSM4_MOUSE,NaN,NaN,NaN,NaN,0
LSM8_MOUSE,0.081789,0.08179,0,0.081789,NaN
LSR_MOUSE,0.420768,9.40039,0,0.420768,0.34642
LSS_MOUSE,0.323471,0.68765,0.0924865420840604,0.323471,0.373593
LTMD1_MOUSE,0.163115,0.16311,0,0.163115,NaN
LTOR1_MOUSE,0.323591,1.200625,0.558055,0.323591,0.451108
LTOR3_MOUSE,0.21805,0.55468,0,0.21805,0.139165
LUC7L_MOUSE,0.791433,NaN,NaN,0.791433,NaN
LUM_MOUSE,0.034101,0.06305,0,0.034101,0.040935
LYAG_MOUSE,0.183736,0.25907,0.0980911258779305,0.183736,0.034123
LYAR_MOUSE,0.002828,NaN,NaN,0.002828,NaN
LYN_MOUSE,0.141204,0.1412,0,0.141204,NaN
LYPA1_MOUSE,0.270865,0.25539,0.0521002658726421,0.270865,0.05367
LYPA2_MOUSE,0.295915,0.29973,0.036265188886865,0.295915,0.041877
LYPL1_MOUSE,0.208983,0.29478,0,0.208983,NaN
LYRIC_MOUSE,0.19412,0.15228,0.0474777592375864,0.19412,0.070945
LYRM4_MOUSE,NaN,NaN,NaN,NaN,0
LYZ2_MOUSE,0.03237,NaN,NaN,0.03237,NaN
M2GD_MOUSE,0.145506,0.14868,0.0117266134923941,0.145506,0.039074
M2OM_MOUSE,0.126606,0.13234,0.13429872467369,0.126606,0.021486
MA1A1_MOUSE,0.925752,NaN,NaN,0.925752,0.079388
MA2A1_MOUSE,0.668004,0.64584,0.499794978590712,0.668004,0.072591
MA2B1_MOUSE,0.629061,1.01737,0.413987207977191,0.629061,0.569669
MA2B2_MOUSE,0.515949,NaN,NaN,0.515949,0.452564
MA2C1_MOUSE,0.140398,0.14193,0,0.140398,0.002166
MAAI_MOUSE,0.185464,0.22162,0.0304416611898891,0.185464,0.041437
MACD1_MOUSE,0.170276,0.17028,0.02616,0.170276,0.036995
MACF1_MOUSE,0.211934,NaN,NaN,0.211934,0.142383
MAGT1_MOUSE,0.125238,0.12524,0,0.125238,NaN
MAIP1_MOUSE,0.159526,0.15959,0,0.159526,9.2E-05
MAL2_MOUSE,0.071133,NaN,NaN,0.071133,NaN
MANBA_MOUSE,0.15193,0.15193,0.04121,0.15193,0.058279
MANF_MOUSE,0.451985,0.31633,0.0975052265265817,0.451985,0.005163
MAOM_MOUSE,NaN,NaN,NaN,NaN,0
MAOX_MOUSE,0.240481,0.27978,0.0209053740459242,0.240481,0.062856
MAP11_MOUSE,0.103245,0.18992,0.0696505694072202,0.103245,0.008022
MAP2_MOUSE,0.352568,0.37246,0.101434813550378,0.352568,0.028128
MAP4_MOUSE,0.302957,0.3092,1.51247773319881,0.302957,0.008823
MAPK2_MOUSE,0.349281,NaN,NaN,0.349281,NaN
MARC1_MOUSE,0.405898,0.35906,0.104309498129365,0.405898,0.074532
MARC2_MOUSE,0.39679,0.67689,0.266711380109661,0.39679,0.227065
MARE1_MOUSE,0.599169,0.59917,0.13215,0.599169,0.186892
MARH5_MOUSE,0.557605,0.557605,0.162845,0.557605,0.230304
MAT2B_MOUSE,0.45836,0.44304,0.0481797495496466,0.45836,0.021667
MATR3_MOUSE,0.509276,0.43319,0.234627048858396,0.509276,0.147979
MAVS_MOUSE,0.349572,0.31956,0.096241029379366,0.349572,0.046852
MBB1A_MOUSE,0.617113,0.77899,0.317098452383483,0.617113,0.222742
MBL1_MOUSE,NaN,NaN,NaN,NaN,0
MBL2_MOUSE,9.570667,9.734645,0.163975,9.570667,NaN
MBOA5_MOUSE,NaN,0.32079,0,NaN,0
MBOA7_MOUSE,0,0.14272,0,0,NaN
MCA3_MOUSE,NaN,NaN,NaN,NaN,0
MCAT_MOUSE,0.143759,0.1494,0.0460868001058872,0.143759,0.050455
MCCA_MOUSE,0.08648,0.13895,0.0773698405323418,0.08648,0.058038
MCCB_MOUSE,0.157011,0.17945,0.0315879523869465,0.157011,0.039509
MCEE_MOUSE,0.01112,NaN,NaN,0.01112,0.015725
MCTS1_MOUSE,0.198229,0.24409,0.00023999999999999,0.198229,0.064523
MCU_MOUSE,2.67791,NaN,NaN,2.67791,2.397176
MDHC_MOUSE,0.238476,0.23055,0.0512046729898747,0.238476,0.057507
MDHM_MOUSE,0.154503,0.15759,0.0147122697093277,0.154503,0.027278
MDR3_MOUSE,0.641781,3.47395,0,0.641781,0.110986
MECP2_MOUSE,0.105537,0.05516,0,0.105537,NaN
MECR_MOUSE,0.102561,0.108735,0.0289646425620963,0.102561,0.01322
MEMO1_MOUSE,0.231321,0.28586,0.0810323064956194,0.231321,0.217385
MEP1A_MOUSE,NaN,NaN,NaN,NaN,0
MEP50_MOUSE,0.263298,0.2633,0,0.263298,NaN
MET7B_MOUSE,0.47523,0.51733,0.16191912482471,0.47523,0.039561
METK1_MOUSE,0.4216,0.87686,0.272504785205691,0.4216,0.066507
METK2_MOUSE,1.227855,1.74441,0,1.227855,0.730518
MFAP4_MOUSE,NaN,NaN,NaN,NaN,0
MFN1_MOUSE,0.160262,0.72168,0,0.160262,0.029397
MFN2_MOUSE,0.363936,0.36394,0,0.363936,NaN
MFR1L_MOUSE,NaN,NaN,NaN,NaN,0
MFTC_MOUSE,NaN,NaN,NaN,NaN,0
MGDP1_MOUSE,0.357567,0.52406,0,0.357567,0.235456
MGLL_MOUSE,0.398886,0.7922,0,0.398886,0.09779
MGN_MOUSE,0.201485,0.06848,0,0.201485,0.188091
MGST1_MOUSE,0.274868,0.29736,0.103376686462664,0.274868,0.065127
MGST3_MOUSE,0.117845,0.11785,0,0.117845,NaN
MIA2_MOUSE,0.604282,NaN,NaN,0.604282,0.24184
MIA40_MOUSE,0.12835,0.18081,0,0.12835,0.074184
MIC13_MOUSE,0.49689,0.49689,0.00263000000000002,0.49689,0.003725
MIC19_MOUSE,0.204016,0.206135,0.0199359338465328,0.204016,0.01871
MIC25_MOUSE,0.603864,NaN,NaN,0.603864,NaN
MIC26_MOUSE,0.161667,0.170815,0.0911820725252503,0.161667,0.049261
MIC27_MOUSE,0.110924,0.18011,0.0757427866928594,0.110924,0.020981
MIC60_MOUSE,0.124967,0.11884,0.0215583945598924,0.124967,0.033843
MIF_MOUSE,0.157875,0.157875,0.072565,0.157875,0.102616
